,Country,Value
0,Afghanistan,27.7
1,Albania,16.4
2,Algeria,7.7
3,American Samoa,
4,Andorra,35.7
5,Angola,38.6
6,Antigua and Barbuda,10.5
7,Arab World,11.9239257179875
8,Argentina,38.5
9,Armenia,9.2
10,Aruba,
11,Australia,24.7
12,Austria,27.9
13,Azerbaijan,16
14,"Bahamas, The",12.2
15,Bahrain,2.5
16,Bangladesh,18.6
17,Barbados,10
18,Belarus,31.8
19,Belgium,39.3
20,Belize,0
21,Benin,10.8
22,Bermuda,
23,Bhutan,8.5
24,Bolivia,25.4
25,Bosnia and Herzegovina,16.7
26,Botswana,7.9
27,Brazil,8.6
28,Brunei Darussalam,
29,Bulgaria,20.8
30,Burkina Faso,15.3
31,Burundi,32.1
32,Cabo Verde,18.1
33,Cambodia,21.1
34,Cameroon,13.9
35,Canada,22.1
36,Caribbean small states,15.2439461883408
37,Cayman Islands,
38,Central African Republic,9.6
39,Central Europe and the Baltics,17.0253078556263
40,Chad,5.2
41,Channel Islands,
42,Chile,14.2
43,China,21.3
44,Colombia,12.7
45,Comoros,3
46,"Congo, Dem. Rep.",8.4
47,"Congo, Rep.",7.3
48,Costa Rica,38.6
49,Cote d'Ivoire,8.9
50,Croatia,23.5
51,Cuba,43.2
52,Curacao,
53,Cyprus,12.5
54,Czech Republic,22
55,Denmark,38
56,Djibouti,13.8
57,Dominica,12.5
58,Dominican Republic,20.8
59,East Asia & Pacific (all income levels),17.7999623210249
60,East Asia & Pacific (developing only),17.8817955112219
61,Ecuador,32.3
62,"Egypt, Arab Rep.",12.7
63,El Salvador,19
64,Equatorial Guinea,10
65,Eritrea,22
66,Estonia,22.8
67,Ethiopia,27.8
68,Euro area,25.3270814061055
69,Europe & Central Asia (all income levels),21.9948031924542
70,Europe & Central Asia (developing only),15.2217417061611
71,European Union,24.1689347079038
72,Faroe Islands,
73,Fiji,
74,Finland,40
75,Fragile and conflict affected situations,12.3234266357639
76,France,18.9
77,French Polynesia,
78,Gabon,14.7
79,"Gambia, The",7.5
80,Georgia,6.5
81,Germany,32.8
82,Ghana,8.3
83,Greece,17.3
84,Greenland,
85,Grenada,13.3
86,Guam,
87,Guatemala,12
88,Guinea,
89,Guinea-Bissau,10
90,Guyana,30
91,Haiti,11.1
92,Heavily indebted poor countries (HIPC),18.3232624113475
93,High income,22.550619181054
94,High income: nonOECD,17.0168115942029
95,High income: OECD,24.0959643848289
96,Honduras,18
97,"Hong Kong SAR, China",
98,Hungary,9.1
99,Iceland,42.9
100,India,10.8
101,Indonesia,18
102,"Iran, Islamic Rep.",2.8
103,Iraq,25.2
104,Ireland,13.9
105,Isle of Man,
106,Israel,19.2
107,Italy,21.3
108,Jamaica,13.3
109,Japan,11.3
110,Jordan,10.8
111,Kazakhstan,17.8
112,Kenya,9.8
113,Kiribati,4.3
114,"Korea, Dem. People’s Rep.",15.6
115,"Korea, Rep.",14.7
116,Kosovo,
117,Kuwait,7.7
118,Kyrgyz Republic,23.3
119,Lao PDR,25.2
120,Latin America & Caribbean (all income levels),23.0228848484849
121,Latin America & Caribbean (developing only),23.0026071321546
122,Latvia,20
123,Least developed countries: UN classification,19.1444773811058
124,Lebanon,3.1
125,Lesotho,24.2
126,Liberia,12.5
127,Libya,7.7
128,Liechtenstein,24
129,Lithuania,19.1
130,Low & middle income,17.7829438127338
131,Low income,19.6188624787776
132,Lower middle income,14.5067275042445
133,Luxembourg,20
134,"Macao SAR, China",
135,"Macedonia, FYR",32.5
136,Madagascar,12.5
137,Malawi,20.8
138,Malaysia,9.9
139,Maldives,6.5
140,Mali,10.2
141,Malta,8.7
142,Marshall Islands,3
143,Mauritania,22.1
144,Mauritius,18.8
145,Mexico,26.2
146,"Micronesia, Fed. Sts.",0
147,Middle East & North Africa (all income levels),10.4278446115288
148,Middle East & North Africa (developing only),10.9838500147623
149,Middle income,17.2706712776541
150,Moldova,18.8
151,Monaco,26.1
152,Mongolia,3.9
153,Montenegro,11.1
154,Morocco,10.5
155,Mozambique,39.2
156,Myanmar,4.3
157,Namibia,24.4
158,Nepal,33.2
159,Netherlands,40.7
160,New Caledonia,
161,New Zealand,33.6
162,Nicaragua,20.7
163,Niger,
164,Nigeria,7
165,North America,18.9970390309556
166,Northern Mariana Islands,
167,Norway,39.6
168,Not classified,
169,OECD members,23.3554501392183
170,Oman,0
171,Other small states,14.9912673879444
172,Pacific island small states,
173,Pakistan,22.2
174,Palau,0
175,Panama,8.5
176,Papua New Guinea,0.9
177,Paraguay,12.5
178,Peru,27.5
179,Philippines,22.1
180,Poland,20
181,Portugal,27.4
182,Puerto Rico,
183,Qatar,0
184,Romania,11.4
185,Russian Federation,14
186,Rwanda,56.3
187,Samoa,8.2
188,San Marino,16.7
189,Sao Tome and Principe,18.2
190,Saudi Arabia,0
191,Senegal,22.7
192,Serbia,21.6
193,Seychelles,23.5
194,Sierra Leone,13.2
195,Singapore,23.4
196,Sint Maarten (Dutch part),
197,Slovak Republic,15.3
198,Slovenia,14.4
199,Small states,13.2747182753552
200,Solomon Islands,0
201,Somalia,6.8
202,South Africa,44.5
203,South Asia,20.0519801980198
204,South Sudan,
205,Spain,36.6
206,Sri Lanka,5.3
207,St. Kitts and Nevis,6.7
208,St. Lucia,11.1
209,St. Martin (French part),
210,St. Vincent and the Grenadines,14.3
211,Sub-Saharan Africa (all income levels),18.7453670431211
212,Sub-Saharan Africa (developing only),18.8384565160616
213,Sudan,25.6
214,Suriname,9.8
215,Swaziland,13.6
216,Sweden,45
217,Switzerland,29
218,Syrian Arab Republic,12.4
219,Tajikistan,19
220,Tanzania,
221,Thailand,13.3
222,Timor-Leste,29.2
223,Togo,11.1
224,Tonga,0
225,Trinidad and Tobago,28.6
226,Tunisia,27.6
227,Turkey,9.1
228,Turkmenistan,16.8
229,Turks and Caicos Islands,
230,Tuvalu,0
231,Uganda,31.3
232,Ukraine,8
233,United Arab Emirates,22.5
234,United Kingdom,22
235,United States,16.8
236,Upper middle income,19.4998031664527
237,Uruguay,15.2
238,Uzbekistan,22
239,Vanuatu,3.8
240,"Venezuela, RB",17
241,Vietnam,25.8
242,Virgin Islands (U.S.),
243,West Bank and Gaza,
244,World,19.168703693973
245,"Yemen, Rep.",0.3
246,Zambia,14
247,Zimbabwe,15
248,,
249,,
250,,
251,Data from database: World Development Indicators,
252,Last Updated: 04/11/2016,
