,Country,Value
0,Afghanistan,27.7
1,Albania,20
2,Algeria,31.6
3,American Samoa,
4,Andorra,50
5,Angola,36.8
6,Antigua and Barbuda,11.1
7,Arab World,17.7939697133586
8,Argentina,36.6
9,Armenia,10.7
10,Aruba,
11,Australia,26
12,Austria,32.2
13,Azerbaijan,15.6
14,"Bahamas, The",13.2
15,Bahrain,7.5
16,Bangladesh,19.8
17,Barbados,16.7
18,Belarus,26.6
19,Belgium,39.3
20,Belize,3.1
21,Benin,8.4
22,Bermuda,
23,Bhutan,8.5
24,Bolivia,53.1
25,Bosnia and Herzegovina,21.4
26,Botswana,9.5
27,Brazil,9.9
28,Brunei Darussalam,
29,Bulgaria,20
30,Burkina Faso,18.9
31,Burundi,30.5
32,Cabo Verde,20.8
33,Cambodia,20.3
34,Cameroon,31.1
35,Canada,25.1
36,Caribbean small states,17.158690744921
37,Cayman Islands,
38,Central African Republic,
39,Central Europe and the Baltics,19.6976318141198
40,Chad,14.9
41,Channel Islands,
42,Chile,15.8
43,China,23.4
44,Colombia,19.9
45,Comoros,3
46,"Congo, Dem. Rep.",10.6
47,"Congo, Rep.",7.4
48,Costa Rica,33.3
49,Cote d'Ivoire,9.4
50,Croatia,23.8
51,Cuba,48.9
52,Curacao,
53,Cyprus,12.5
54,Czech Republic,19.5
55,Denmark,39.1
56,Djibouti,12.7
57,Dominica,12.9
58,Dominican Republic,20.8
59,East Asia & Pacific (all income levels),18.6234053367217
60,East Asia & Pacific (developing only),19.0145386904762
61,Ecuador,41.6
62,"Egypt, Arab Rep.",
63,El Salvador,27.4
64,Equatorial Guinea,24
65,Eritrea,22
66,Estonia,19
67,Ethiopia,27.8
68,Euro area,30.117628057222
69,Europe & Central Asia (all income levels),25.3484317681585
70,Europe & Central Asia (developing only),18.6102242936207
71,European Union,27.7298367973218
72,Faroe Islands,
73,Fiji,14
74,Finland,42.5
75,Fragile and conflict affected situations,15.7657095527333
76,France,26.2
77,French Polynesia,
78,Gabon,15
79,"Gambia, The",9.4
80,Georgia,12
81,Germany,36.5
82,Ghana,10.9
83,Greece,21
84,Greenland,
85,Grenada,33.3
86,Guam,
87,Guatemala,13.3
88,Guinea,21.9
89,Guinea-Bissau,13.7
90,Guyana,31.3
91,Haiti,4.2
92,Heavily indebted poor countries (HIPC),22.0848109113453
93,High income,25.4796949650864
94,High income: nonOECD,19.436314699793
95,High income: OECD,27.2030109812256
96,Honduras,25.8
97,"Hong Kong SAR, China",
98,Hungary,10.1
99,Iceland,39.7
100,India,11.4
101,Indonesia,16.9
102,"Iran, Islamic Rep.",3.1
103,Iraq,25.3
104,Ireland,15.7
105,Isle of Man,
106,Israel,22.5
107,Italy,31.4
108,Jamaica,12.7
109,Japan,8.1
110,Jordan,12
111,Kazakhstan,25.2
112,Kenya,19.1
113,Kiribati,8.7
114,"Korea, Dem. People’s Rep.",16.3
115,"Korea, Rep.",16.3
116,Kosovo,
117,Kuwait,1.5
118,Kyrgyz Republic,23.3
119,Lao PDR,25
120,Latin America & Caribbean (all income levels),27.5397527341893
121,Latin America & Caribbean (developing only),28.5263296317943
122,Latvia,18
123,Least developed countries: UN classification,21.1370834346874
124,Lebanon,3.1
125,Lesotho,26.7
126,Liberia,11
127,Libya,16
128,Liechtenstein,20
129,Lithuania,24.1
130,Low & middle income,20.8624814043439
131,Low income,22.3202683504341
132,Lower middle income,16.8735583684951
133,Luxembourg,28.3
